area,month,day,year,vessel,trip,cell,site,species,length_mm,length_cm,tag,retained,region,name
LJ,July,13,2022,Outer Limits,LJT03_22,LJ01,REF,CAL,130,13,,No,South,South La Jolla
LJ,July,13,2022,Outer Limits,LJT03_22,LJ08,REF,CAL,130,13,,No,South,South La Jolla
LJ,July,13,2022,Outer Limits,LJT03_22,LJ08,REF,CAL,130,13,,No,South,South La Jolla
LJ,July,13,2022,Outer Limits,LJT03_22,LJ08,REF,CAL,130,13,,No,South,South La Jolla
LJ,July,13,2022,Outer Limits,LJT03_22,LJ08,REF,CAL,130,13,,No,South,South La Jolla
LJ,July,13,2022,Outer Limits,LJT03_22,LJ08,REF,VER,130,13,,No,South,South La Jolla
LJ,July,15,2021,Outer Limits,LJT01_21,LJ03,REF,CAL,130,13,,No,South,South La Jolla
LJ,July,28,2020,Outer Limits,LJT01_20,LJ08,REF,HCR,130,13,,No,South,South La Jolla
LJ,July,28,2020,Outer Limits,LJT01_20,LJ08,REF,HCR,130,13,,No,South,South La Jolla
LJ,July,28,2020,Outer Limits,LJT01_20,LJ09,REF,CAL,130,13,,No,South,South La Jolla
LJ,August,4,2022,Outer Limits,LJT05_22,LJ04,REF,CAL,130,13,,No,South,South La Jolla
LJ,August,5,2022,Outer Limits,LJT06_22,LJ08,REF,HCR,130,13,,No,South,South La Jolla
LJ,August,21,2019,Sea Watch,LJT01_19,LJ06,REF,HCR,130,13,,No,South,South La Jolla
LJ,August,22,2019,Sea Watch,LJT02_19,LJ04,REF,HCR,130,13,,No,South,South La Jolla
LJ,August,25,2021,Outer Limits,LJT05_21,LJRR,REF,HCR,130,13,,No,South,South La Jolla
LJ,August,25,2021,Outer Limits,LJT05_21,LJRR,REF,HCR,130,13,,No,South,South La Jolla
LJ,September,4,2019,Sea Watch,LJT04_19,LJ08,REF,HCR,130,13,,No,South,South La Jolla
LJ,September,6,2021,Outer Limits,LJT06_21,LJ09,REF,CAL,130,13,,No,South,South La Jolla
SW,July,18,2018,Sea Star,SWT01_18,SWMM,MPA,GPR,130,13,D24178,No,South,Swamis
SW,July,21,2022,Sea Star,SWT04_22,SW11,MPA,CSC,130,13,,No,South,Swamis
SW,July,11,2019,Sea Star,SWT02_19,SW02,REF,CSC,130,13,,No,South,Swamis
SW,July,21,2021,Sea Star,SWT04_21,SW03,REF,KPB,130,13,,No,South,Swamis
LJ,July,6,2022,Outer Limits,LJT01_22,LJ18,MPA,HCR,140,14,,No,South,South La Jolla
LJ,July,13,2022,Outer Limits,LJT03_22,LJ13,MPA,HCR,140,14,,No,South,South La Jolla
LJ,July,13,2022,Outer Limits,LJT03_22,LJ13,MPA,HCR,140,14,,No,South,South La Jolla
LJ,July,15,2021,Outer Limits,LJT01_21,LJ13,MPA,HCR,140,14,,No,South,South La Jolla
LJ,July,15,2021,Outer Limits,LJT01_21,LJ13,MPA,HCR,140,14,,No,South,South La Jolla
LJ,July,15,2021,Outer Limits,LJT01_21,LJ13,MPA,HCR,140,14,,No,South,South La Jolla
LJ,July,15,2021,Outer Limits,LJT01_21,LJ18,MPA,CAL,140,14,,No,South,South La Jolla
LJ,July,15,2022,Outer Limits,LJT04_22,LJ18,MPA,HCR,140,14,,No,South,South La Jolla
LJ,July,15,2022,Outer Limits,LJT04_22,LJ20,MPA,HCR,140,14,,No,South,South La Jolla
LJ,July,16,2021,Outer Limits,LJT02_21,LJ12,MPA,HCR,140,14,,No,South,South La Jolla
LJ,July,16,2021,Outer Limits,LJT02_21,LJ12,MPA,HCR,140,14,,No,South,South La Jolla
LJ,July,16,2021,Outer Limits,LJT02_21,LJ12,MPA,HCR,140,14,,No,South,South La Jolla
LJ,July,16,2021,Outer Limits,LJT02_21,LJ13,MPA,HCR,140,14,,No,South,South La Jolla
LJ,July,16,2021,Outer Limits,LJT02_21,LJ13,MPA,HCR,140,14,,No,South,South La Jolla
LJ,July,17,2017,Outer Limits,LJT01_17,LJ17,MPA,GPR,140,14,D23071,No,South,South La Jolla
LJ,July,29,2020,Outer Limits,LJT02_20,LJ10,MPA,HCR,140,14,,No,South,South La Jolla
LJ,August,4,2022,Outer Limits,LJT05_22,LJ20,MPA,HCR,140,14,,No,South,South La Jolla
LJ,August,4,2022,Outer Limits,LJT05_22,LJ20,MPA,CAL,140,14,,No,South,South La Jolla
LJ,August,4,2022,Outer Limits,LJT05_22,LJ20,MPA,HCR,140,14,,No,South,South La Jolla
LJ,August,4,2022,Outer Limits,LJT05_22,LJ20,MPA,HCR,140,14,,No,South,South La Jolla
LJ,August,4,2022,Outer Limits,LJT05_22,LJ20,MPA,RSY,140,14,,No,South,South La Jolla
LJ,August,4,2022,Outer Limits,LJT05_22,LJ20,MPA,RSY,140,14,,No,South,South La Jolla
LJ,August,4,2022,Outer Limits,LJT05_22,LJ20,MPA,HCR,140,14,,No,South,South La Jolla
LJ,August,4,2022,Outer Limits,LJT05_22,LJ20,MPA,HCR,140,14,,No,South,South La Jolla
LJ,August,4,2022,Outer Limits,LJT05_22,LJ20,MPA,HCR,140,14,,No,South,South La Jolla
LJ,August,4,2022,Outer Limits,LJT05_22,LJ20,MPA,HCR,140,14,,No,South,South La Jolla
LJ,August,4,2022,Outer Limits,LJT05_22,LJ20,MPA,HCR,140,14,,No,South,South La Jolla
LJ,August,21,2019,Sea Watch,LJT01_19,LJ18,MPA,CAL,140,14,,No,South,South La Jolla
LJ,August,22,2019,Sea Watch,LJT02_19,LJ12,MPA,CAL,140,14,,No,South,South La Jolla
LJ,August,22,2019,Sea Watch,LJT02_19,LJ12,MPA,HCR,140,14,,No,South,South La Jolla
LJ,August,22,2019,Sea Watch,LJT02_19,LJ12,MPA,CAL,140,14,,No,South,South La Jolla
LJ,August,31,2020,Outer Limits,LJT04_20,LJ20,MPA,CAL,140,14,,No,South,South La Jolla
LJ,September,6,2021,Outer Limits,LJT06_21,LJ19,MPA,CAL,140,14,,No,South,South La Jolla
LJ,September,6,2021,Outer Limits,LJT06_21,LJ19,MPA,HCR,140,14,,No,South,South La Jolla
LJ,July,7,2022,Outer Limits,LJT02_22,LJ05,REF,CAL,140,14,,No,South,South La Jolla
LJ,July,11,2018,Outer Limits,LJT01_18,LJ01,REF,CAL,140,14,,No,South,South La Jolla
LJ,July,13,2022,Outer Limits,LJT03_22,LJ08,REF,CAL,140,14,,No,South,South La Jolla
LJ,July,13,2022,Outer Limits,LJT03_22,LJ08,REF,CAL,140,14,,No,South,South La Jolla
LJ,July,15,2021,Outer Limits,LJT01_21,LJ03,REF,HCR,140,14,,No,South,South La Jolla
LJ,July,15,2021,Outer Limits,LJT01_21,LJ09,REF,CAL,140,14,,No,South,South La Jolla
LJ,July,15,2022,Outer Limits,LJT04_22,LJ06,REF,HCR,140,14,,No,South,South La Jolla
LJ,July,15,2022,Outer Limits,LJT04_22,LJ06,REF,HCR,140,14,,No,South,South La Jolla
LJ,July,18,2017,Outer Limits,LJT02_17,LJ01,REF,HCR,140,14,,No,South,South La Jolla
LJ,July,29,2020,Outer Limits,LJT02_20,LJ04,REF,CAL,140,14,,No,South,South La Jolla
LJ,August,4,2022,Outer Limits,LJT05_22,LJ08,REF,VER,140,14,,No,South,South La Jolla
LJ,August,4,2022,Outer Limits,LJT05_22,LJ08,REF,HCR,140,14,,No,South,South La Jolla
LJ,August,4,2022,Outer Limits,LJT05_22,LJ08,REF,HCR,140,14,,No,South,South La Jolla
LJ,August,4,2022,Outer Limits,LJT05_22,LJ08,REF,RSY,140,14,,No,South,South La Jolla
LJ,August,5,2022,Outer Limits,LJT06_22,LJ08,REF,HCR,140,14,,No,South,South La Jolla
LJ,August,5,2022,Outer Limits,LJT06_22,LJ08,REF,HCR,140,14,,No,South,South La Jolla
LJ,August,18,2021,Outer Limits,LJT04_21,LJ01,REF,HCR,140,14,,No,South,South La Jolla
LJ,August,18,2021,Outer Limits,LJT04_21,LJ01,REF,CAL,140,14,,No,South,South La Jolla
LJ,August,22,2018,Sea Watch,LJT04_18,LJ06,REF,CAL,140,14,,No,South,South La Jolla
LJ,August,22,2018,Sea Watch,LJT04_18,LJ06,REF,CAL,140,14,,No,South,South La Jolla
LJ,August,22,2019,Sea Watch,LJT02_19,LJ04,REF,CAL,140,14,,No,South,South La Jolla
LJ,August,22,2019,Sea Watch,LJT02_19,LJ04,REF,HCR,140,14,,No,South,South La Jolla
LJ,August,22,2019,Sea Watch,LJT02_19,LJ04,REF,CAL,140,14,,No,South,South La Jolla
LJ,September,7,2020,Outer Limits,LJT05_20,LJ06,REF,HCR,140,14,,No,South,South La Jolla
SW,August,9,2021,Sea Star,SWT05_21,SW09,MPA,PSD,140,14,,No,South,Swamis
SW,August,11,2022,Sea Star,SWT06_22,SW01,REF,PSD,140,14,,No,South,Swamis
SW,August,11,2022,Sea Star,SWT06_22,SW01,REF,PSD,140,14,,No,South,Swamis
LJ,July,6,2022,Outer Limits,LJT01_22,LJ18,MPA,VER,150,15,,No,South,South La Jolla
LJ,July,6,2022,Outer Limits,LJT01_22,LJ18,MPA,HCR,150,15,,No,South,South La Jolla
LJ,July,6,2022,Outer Limits,LJT01_22,LJ18,MPA,HCR,150,15,,No,South,South La Jolla
LJ,July,7,2022,Outer Limits,LJT02_22,LJ14,MPA,HCR,150,15,,No,South,South La Jolla
LJ,July,12,2018,Outer Limits,LJT02_18,LJ19,MPA,CAL,150,15,,No,South,South La Jolla
LJ,July,12,2018,Outer Limits,LJT02_18,LJ19,MPA,CAL,150,15,,No,South,South La Jolla
LJ,July,12,2018,Outer Limits,LJT02_18,LJ19,MPA,HCR,150,15,,No,South,South La Jolla
LJ,July,12,2018,Outer Limits,LJT02_18,LJ19,MPA,CAL,150,15,,No,South,South La Jolla
LJ,July,12,2018,Outer Limits,LJT02_18,LJ19,MPA,CAL,150,15,,No,South,South La Jolla
LJ,July,13,2022,Outer Limits,LJT03_22,LJ13,MPA,VER,150,15,,No,South,South La Jolla
LJ,July,13,2022,Outer Limits,LJT03_22,LJ17,MPA,HCR,150,15,,No,South,South La Jolla
LJ,July,15,2021,Outer Limits,LJT01_21,LJ18,MPA,HCR,150,15,,No,South,South La Jolla
LJ,July,15,2021,Outer Limits,LJT01_21,LJ18,MPA,HCR,150,15,,No,South,South La Jolla
LJ,July,15,2021,Outer Limits,LJT01_21,LJ18,MPA,HCR,150,15,,No,South,South La Jolla
LJ,July,15,2021,Outer Limits,LJT01_21,LJ18,MPA,HCR,150,15,,No,South,South La Jolla
LJ,July,15,2021,Outer Limits,LJT01_21,LJ18,MPA,HCR,150,15,,No,South,South La Jolla
LJ,July,15,2022,Outer Limits,LJT04_22,LJ18,MPA,HCR,150,15,,No,South,South La Jolla
LJ,July,15,2022,Outer Limits,LJT04_22,LJ18,MPA,HCR,150,15,,No,South,South La Jolla
LJ,July,15,2022,Outer Limits,LJT04_22,LJ18,MPA,HCR,150,15,,No,South,South La Jolla
LJ,July,15,2022,Outer Limits,LJT04_22,LJ18,MPA,RSY,150,15,,No,South,South La Jolla
LJ,July,15,2022,Outer Limits,LJT04_22,LJ18,MPA,HCR,150,15,,No,South,South La Jolla
LJ,July,16,2021,Outer Limits,LJT02_21,LJ12,MPA,HCR,150,15,,No,South,South La Jolla
LJ,July,16,2021,Outer Limits,LJT02_21,LJ12,MPA,HCR,150,15,,No,South,South La Jolla
LJ,July,16,2021,Outer Limits,LJT02_21,LJ12,MPA,HCR,150,15,,No,South,South La Jolla
LJ,July,16,2021,Outer Limits,LJT02_21,LJ12,MPA,HCR,150,15,,No,South,South La Jolla
LJ,July,17,2017,Outer Limits,LJT01_17,LJ12,MPA,CAL,150,15,,No,South,South La Jolla
LJ,July,17,2017,Outer Limits,LJT01_17,LJ16,MPA,CSC,150,15,,No,South,South La Jolla
LJ,July,17,2017,Outer Limits,LJT01_17,LJ17,MPA,CAL,150,15,,No,South,South La Jolla
LJ,July,17,2017,Outer Limits,LJT01_17,LJ17,MPA,GPR,150,15,D23051,No,South,South La Jolla
LJ,July,28,2021,Outer Limits,LJT03_21,LJ20,MPA,CAL,150,15,,No,South,South La Jolla
LJ,July,29,2020,Outer Limits,LJT02_20,LJ10,MPA,CAL,150,15,,No,South,South La Jolla
LJ,July,29,2020,Outer Limits,LJT02_20,LJ12,MPA,CAL,150,15,,No,South,South La Jolla
LJ,August,4,2022,Outer Limits,LJT05_22,LJ20,MPA,HCR,150,15,,No,South,South La Jolla
LJ,August,4,2022,Outer Limits,LJT05_22,LJ20,MPA,HCR,150,15,,No,South,South La Jolla
LJ,August,4,2022,Outer Limits,LJT05_22,LJ20,MPA,HCR,150,15,,No,South,South La Jolla
LJ,August,4,2022,Outer Limits,LJT05_22,LJ20,MPA,HCR,150,15,,No,South,South La Jolla
LJ,August,4,2022,Outer Limits,LJT05_22,LJ20,MPA,HCR,150,15,,No,South,South La Jolla
LJ,August,4,2022,Outer Limits,LJT05_22,LJ20,MPA,HCR,150,15,,No,South,South La Jolla
LJ,August,4,2022,Outer Limits,LJT05_22,LJ20,MPA,HCR,150,15,,No,South,South La Jolla
LJ,August,4,2022,Outer Limits,LJT05_22,LJ20,MPA,HCR,150,15,,No,South,South La Jolla
LJ,August,4,2022,Outer Limits,LJT05_22,LJ20,MPA,SRY,150,15,,No,South,South La Jolla
LJ,August,19,2020,Outer Limits,LJT03_20,LJ12,MPA,CAL,150,15,,No,South,South La Jolla
LJ,August,21,2019,Sea Watch,LJT01_19,LJMM,MPA,CAL,150,15,,No,South,South La Jolla
LJ,August,22,2019,Sea Watch,LJT02_19,LJ12,MPA,HCR,150,15,,No,South,South La Jolla
LJ,August,22,2019,Sea Watch,LJT02_19,LJ12,MPA,HCR,150,15,,No,South,South La Jolla
LJ,August,22,2019,Sea Watch,LJT02_19,LJ12,MPA,CAL,150,15,,No,South,South La Jolla
LJ,August,22,2019,Sea Watch,LJT02_19,LJ12,MPA,CPR,150,15,,No,South,South La Jolla
LJ,August,22,2019,Sea Watch,LJT02_19,LJ12,MPA,CAL,150,15,,No,South,South La Jolla
LJ,August,22,2019,Sea Watch,LJT02_19,LJ12,MPA,CAL,150,15,,No,South,South La Jolla
LJ,August,22,2019,Sea Watch,LJT02_19,LJ12,MPA,CAL,150,15,,No,South,South La Jolla
LJ,August,22,2019,Sea Watch,LJT02_19,LJ12,MPA,HCR,150,15,,No,South,South La Jolla
LJ,August,29,2017,Sea Watch,LJT04_17,LJ19,MPA,CAL,150,15,,No,South,South La Jolla
LJ,August,31,2020,Outer Limits,LJT04_20,LJ19,MPA,CAL,150,15,,No,South,South La Jolla
LJ,September,3,2019,Sea Watch,LJT03_19,LJ16,MPA,CSC,150,15,,No,South,South La Jolla
LJ,September,3,2019,Sea Watch,LJT03_19,LJ20,MPA,CSC,150,15,,No,South,South La Jolla
LJ,September,4,2019,Sea Watch,LJT04_19,LJ17,MPA,CAL,150,15,,No,South,South La Jolla
LJ,September,6,2021,Outer Limits,LJT06_21,LJ19,MPA,HCR,150,15,,No,South,South La Jolla
LJ,September,6,2021,Outer Limits,LJT06_21,LJ20,MPA,CAL,150,15,,No,South,South La Jolla
LJ,September,16,2020,Outer Limits,LJT06_20,LJ18,MPA,PSD,150,15,,No,South,South La Jolla
LJ,July,6,2022,Outer Limits,LJT01_22,LJ08,REF,VER,150,15,,No,South,South La Jolla
LJ,July,6,2022,Outer Limits,LJT01_22,LJ08,REF,HCR,150,15,,No,South,South La Jolla
LJ,July,7,2022,Outer Limits,LJT02_22,LJRR,REF,CAL,150,15,,No,South,South La Jolla
LJ,July,7,2022,Outer Limits,LJT02_22,LJRR,REF,HCR,150,15,,No,South,South La Jolla
LJ,July,7,2022,Outer Limits,LJT02_22,LJRR,REF,HCR,150,15,,No,South,South La Jolla
LJ,July,13,2022,Outer Limits,LJT03_22,LJ08,REF,HCR,150,15,,No,South,South La Jolla
LJ,July,13,2022,Outer Limits,LJT03_22,LJ08,REF,VER,150,15,,No,South,South La Jolla
LJ,July,15,2021,Outer Limits,LJT01_21,LJ09,REF,CAL,150,15,,No,South,South La Jolla
LJ,July,15,2021,Outer Limits,LJT01_21,LJ09,REF,VER,150,15,,No,South,South La Jolla
LJ,July,15,2021,Outer Limits,LJT01_21,LJ09,REF,HCR,150,15,,No,South,South La Jolla
LJ,July,15,2022,Outer Limits,LJT04_22,LJ05,REF,CAL,150,15,,No,South,South La Jolla
LJ,July,15,2022,Outer Limits,LJT04_22,LJ06,REF,RSY,150,15,,No,South,South La Jolla
LJ,July,15,2022,Outer Limits,LJT04_22,LJ06,REF,HCR,150,15,,No,South,South La Jolla
LJ,July,15,2022,Outer Limits,LJT04_22,LJ06,REF,HCR,150,15,,No,South,South La Jolla
LJ,July,15,2022,Outer Limits,LJT04_22,LJ06,REF,HCR,150,15,,No,South,South La Jolla
LJ,July,15,2022,Outer Limits,LJT04_22,LJ06,REF,HCR,150,15,,No,South,South La Jolla
LJ,July,15,2022,Outer Limits,LJT04_22,LJ06,REF,HCR,150,15,,No,South,South La Jolla
LJ,July,15,2022,Outer Limits,LJT04_22,LJ06,REF,HCR,150,15,,No,South,South La Jolla
LJ,July,15,2022,Outer Limits,LJT04_22,LJ06,REF,VER,150,15,,No,South,South La Jolla
LJ,July,16,2021,Outer Limits,LJT02_21,LJ08,REF,HCR,150,15,,No,South,South La Jolla
LJ,July,16,2021,Outer Limits,LJT02_21,LJ08,REF,HCR,150,15,,No,South,South La Jolla
LJ,July,16,2021,Outer Limits,LJT02_21,LJ08,REF,HCR,150,15,,No,South,South La Jolla
LJ,July,18,2017,Outer Limits,LJT02_17,LJ01,REF,CAL,150,15,,No,South,South La Jolla
LJ,July,28,2020,Outer Limits,LJT01_20,LJ08,REF,CAL,150,15,,No,South,South La Jolla
LJ,July,28,2020,Outer Limits,LJT01_20,LJ08,REF,HCR,150,15,,No,South,South La Jolla
LJ,August,4,2022,Outer Limits,LJT05_22,LJ08,REF,HCR,150,15,,No,South,South La Jolla
LJ,August,4,2022,Outer Limits,LJT05_22,LJ08,REF,HCR,150,15,,No,South,South La Jolla
LJ,August,4,2022,Outer Limits,LJT05_22,LJ08,REF,HCR,150,15,,No,South,South La Jolla
LJ,August,4,2022,Outer Limits,LJT05_22,LJ08,REF,VER,150,15,,No,South,South La Jolla
LJ,August,5,2022,Outer Limits,LJT06_22,LJ06,REF,HCR,150,15,,No,South,South La Jolla
LJ,August,5,2022,Outer Limits,LJT06_22,LJ06,REF,HCR,150,15,,No,South,South La Jolla
LJ,August,5,2022,Outer Limits,LJT06_22,LJ06,REF,CAL,150,15,,No,South,South La Jolla
LJ,August,5,2022,Outer Limits,LJT06_22,LJ08,REF,HCR,150,15,,No,South,South La Jolla
LJ,August,5,2022,Outer Limits,LJT06_22,LJ08,REF,HCR,150,15,,No,South,South La Jolla
LJ,August,5,2022,Outer Limits,LJT06_22,LJ08,REF,HCR,150,15,,No,South,South La Jolla
