area,month,day,year,vessel,trip,cell,site,species,length_mm,length_cm,tag,retained,region,name
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,OLV,290,29,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,OLV,250,25,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,250,25,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLA,320,32,38594,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLA,300,30,38595,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,260,26,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLA,310,31,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLA,340,34,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLA,290,29,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,LCD,660,66,38596,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,GPR,290,29,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,210,21,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,GPR,320,32,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,OLV,220,22,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,VER,390,39,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,OLV,290,29,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,230,23,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,CHN,350,35,38600,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,OLV,220,22,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,OLV,210,21,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,220,22,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,230,23,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,300,30,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,VER,460,46,38601,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,210,21,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,160,16,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,KGL,360,36,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,CHN,290,29,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,240,24,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLA,330,33,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,GPR,300,30,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,210,21,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,240,24,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,CHN,310,31,38597,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,OLV,260,26,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,220,22,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,290,29,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,OLV,330,33,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,210,21,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,OLV,280,28,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLA,360,36,38598,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,GPR,220,22,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,OLV,280,28,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLA,260,26,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,OLV,300,30,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLA,330,33,38599,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,210,21,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,OLV,270,27,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,GPR,290,29,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,GPR,310,31,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,330,33,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLA,330,33,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,180,18,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,CHN,300,30,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,GPR,290,29,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,GPR,280,28,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,GPR,270,27,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLA,340,34,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,GPR,300,30,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,VER,310,31,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,240,24,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,LCD,560,56,38602,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,LCD,510,51,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,LCD,580,58,38603,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,VER,500,50,38604,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,350,35,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,LCD,710,71,38605,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,CNY,320,32,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLA,300,30,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLA,320,32,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,OLV,260,26,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLA,340,34,38606,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,260,26,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLA,340,34,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLA,300,30,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLA,330,33,38607,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,190,19,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,OLV,270,27,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,GPR,310,31,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLA,310,31,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,300,30,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,OLV,340,34,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,OLV,330,33,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,240,24,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,290,29,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,VER,460,46,38608,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,310,31,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,230,23,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,250,25,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLA,320,32,38609,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,210,21,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,260,26,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,230,23,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,290,29,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,210,21,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,280,28,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,160,16,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,OLV,270,27,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,VER,490,49,38610,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLA,330,33,38611,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,OLV,350,35,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,LCD,660,66,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,GPR,300,30,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,GPR,300,30,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLA,380,38,38612,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,210,21,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,210,21,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLA,320,32,38613,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,VER,410,41,38614,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,VER,460,46,38615,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,220,22,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,GPR,280,28,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN14,MPA,BLU,210,21,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,OLV,310,31,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,300,30,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,310,31,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,OLV,220,22,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,290,29,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,OLV,300,30,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLA,320,32,38551,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,OLV,230,23,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,OLV,310,31,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,OLV,360,36,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,250,25,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,OLV,300,30,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,VER,410,41,38550,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,OLV,280,28,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,OLV,290,29,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,CHN,280,28,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,300,30,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,280,28,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,370,37,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,GPR,300,30,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,240,24,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,230,23,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,OLV,270,27,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,OLV,210,21,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,OLV,270,27,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,OLV,280,28,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,GPR,230,23,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,220,22,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,OLV,320,32,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,OLV,260,26,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,OLV,340,34,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,CHN,300,30,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLA,330,33,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,230,23,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,180,18,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,160,16,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,160,16,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,OLV,280,28,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLA,330,33,38577,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,230,23,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,230,23,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,210,21,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,200,20,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,DEA,230,23,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,260,26,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,OLV,270,27,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,260,26,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,230,23,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,230,23,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,280,28,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,300,30,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,OLV,290,29,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLA,310,31,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,200,20,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,200,20,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,230,23,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,LCD,680,68,38578,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,210,21,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,170,17,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,220,22,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,170,17,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,160,16,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,GPR,280,28,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,240,24,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,260,26,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,OLV,280,28,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,220,22,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,170,17,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,210,21,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,290,29,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,OLV,300,30,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,220,22,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,VER,490,49,38579,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BWN,350,35,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,GPR,300,30,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,GPR,290,29,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,GPR,300,30,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,VER,430,43,38580,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,GPR,300,30,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,GPR,270,27,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,210,21,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,230,23,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,GPR,320,32,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,DEA,170,17,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,220,22,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLA,330,33,38581,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLA,350,35,38582,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,260,26,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,270,27,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,170,17,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,260,26,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,230,23,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLA,320,32,38583,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,GPR,290,29,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,150,15,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,270,27,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLA,330,33,38584,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,280,28,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,210,21,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,210,21,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,GPR,330,33,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLA,310,31,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,GPR,290,29,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,LCD,730,73,38585,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,240,24,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,GPR,300,30,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,250,25,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,LCD,690,69,38586,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,LCD,640,64,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,VER,440,44,38587,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,230,23,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,GPR,220,22,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,260,26,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,CBZ,320,32,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,270,27,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,VER,450,45,38588,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,GPR,330,33,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,GPR,300,30,,No,Central,Año Nuevo
AN,July,19,2017,Huli Cat,ANT02_17,AN16,MPA,BLU,210,21,,No,Central,Año Nuevo
